product,category,date,predicted_sales,lower_bound,upper_bound,type,MAE,Error_%
Date cake,Sweets,10/19/2022,1.107111206,0,19.21328758,category_distribution,16.70617491,68.69555739
Date cake,Sweets,10/20/2022,1.555311375,0,22.05367507,category_distribution,16.70617491,68.69555739
Date cake,Sweets,10/21/2022,1.844952654,1.259375553,25.32246834,category_distribution,16.70617491,68.69555739
Date cake,Sweets,10/22/2022,1.454052249,0,21.14025603,category_distribution,16.70617491,68.69555739
Double Chocolate waffle,Hot Sweets,10/16/2022,0.633947168,0,14.14978436,category_distribution,10.69046787,65.83152902
Double Chocolate waffle,Hot Sweets,10/17/2022,0.422982811,0,11.81706701,category_distribution,10.69046787,65.83152902
Double Chocolate waffle,Hot Sweets,10/18/2022,0.650373539,0,13.6568393,category_distribution,10.69046787,65.83152902
Double Chocolate waffle,Hot Sweets,10/19/2022,0.61937564,0,13.69568737,category_distribution,10.69046787,65.83152902
Double Chocolate waffle,Hot Sweets,10/20/2022,0.684179577,0,14.15172253,category_distribution,10.69046787,65.83152902
Double Chocolate waffle,Hot Sweets,10/21/2022,1.393441606,3.622723522,19.63897195,category_distribution,10.69046787,65.83152902
Double Chocolate waffle,Hot Sweets,10/22/2022,0.740785987,0,15.10234563,category_distribution,10.69046787,65.83152902
Double Fruites waffle,Hot Sweets,10/16/2022,0.293369168,0,14.14978436,category_distribution,10.69046787,65.83152902
Double Fruites waffle,Hot Sweets,10/17/2022,0.195742045,0,11.81706701,category_distribution,10.69046787,65.83152902
Double Fruites waffle,Hot Sweets,10/18/2022,0.300970733,0,13.6568393,category_distribution,10.69046787,65.83152902
Double Fruites waffle,Hot Sweets,10/19/2022,0.286625961,0,13.69568737,category_distribution,10.69046787,65.83152902
Double Fruites waffle,Hot Sweets,10/20/2022,0.316615017,0,14.15172253,category_distribution,10.69046787,65.83152902
Double Fruites waffle,Hot Sweets,10/21/2022,0.644837339,3.622723522,19.63897195,category_distribution,10.69046787,65.83152902
Double Fruites waffle,Hot Sweets,10/22/2022,0.342810536,0,15.10234563,category_distribution,10.69046787,65.83152902
Esspresso,Espresso Drinks,10/16/2022,0.249626325,0,3.17723178,high_item_model,5.356293202,95.13107617
Esspresso,Espresso Drinks,10/17/2022,0.636828431,0,3.396833491,high_item_model,5.356293202,95.13107617
Esspresso,Espresso Drinks,10/18/2022,0.44249047,0,3.358672609,high_item_model,5.356293202,95.13107617
Esspresso,Espresso Drinks,10/19/2022,0.369307712,0,3.260995644,high_item_model,5.356293202,95.13107617
Esspresso,Espresso Drinks,10/20/2022,1.410734058,0,4.315704083,high_item_model,5.356293202,95.13107617
Esspresso,Espresso Drinks,10/21/2022,1.410241987,0,4.245071608,high_item_model,5.356293202,95.13107617
Esspresso,Espresso Drinks,10/22/2022,1.190836834,0,4.286930456,high_item_model,5.356293202,95.13107617
Flat White,Espresso Drinks,10/16/2022,0.992388915,0,5.129028629,high_item_model,6.72805016,90.49424192
Flat White,Espresso Drinks,10/17/2022,1.210761391,0,5.311488662,high_item_model,6.72805016,90.49424192
Flat White,Espresso Drinks,10/18/2022,1.890530422,0,6.237313465,high_item_model,6.72805016,90.49424192
Flat White,Espresso Drinks,10/19/2022,1.258951701,0,5.354498358,high_item_model,6.72805016,90.49424192
Flat White,Espresso Drinks,10/20/2022,1.453033052,0,5.421538291,high_item_model,6.72805016,90.49424192
Flat White,Espresso Drinks,10/21/2022,2.594192921,0,6.511635854,high_item_model,6.72805016,90.49424192
Flat White,Espresso Drinks,10/22/2022,1.550006572,0,5.671983066,high_item_model,6.72805016,90.49424192
Fondue,Hot Sweets,10/16/2022,0.106219871,0,14.14978436,category_distribution,10.69046787,65.83152902
Fondue,Hot Sweets,10/17/2022,0.07087212,0,11.81706701,category_distribution,10.69046787,65.83152902
Fondue,Hot Sweets,10/18/2022,0.108972162,0,13.6568393,category_distribution,10.69046787,65.83152902
Fondue,Hot Sweets,10/19/2022,0.103778365,0,13.69568737,category_distribution,10.69046787,65.83152902
Fondue,Hot Sweets,10/20/2022,0.114636472,0,14.15172253,category_distribution,10.69046787,65.83152902
Fondue,Hot Sweets,10/21/2022,0.233475588,3.622723522,19.63897195,category_distribution,10.69046787,65.83152902
Fondue,Hot Sweets,10/22/2022,0.124121056,0,15.10234563,category_distribution,10.69046787,65.83152902
Frappuccino Snickers,Cold Drinks,10/16/2022,0.32774317,0,14.64728763,category_distribution,3.943324011,40.39931058
Frappuccino Snickers,Cold Drinks,10/17/2022,0.285821259,0,14.00312011,category_distribution,3.943324011,40.39931058
Frappuccino Snickers,Cold Drinks,10/18/2022,0.30983328,0,15.34468989,category_distribution,3.943324011,40.39931058
Frappuccino Snickers,Cold Drinks,10/19/2022,0.368382115,0.875830125,16.37051785,category_distribution,3.943324011,40.39931058
Frappuccino Snickers,Cold Drinks,10/20/2022,0.420651534,1.834870455,17.49880893,category_distribution,3.943324011,40.39931058
Frappuccino Snickers,Cold Drinks,10/21/2022,0.434199274,2.568058488,18.28563963,category_distribution,3.943324011,40.39931058
Frappuccino Snickers,Cold Drinks,10/22/2022,0.384561163,0.905776109,16.58538418,category_distribution,3.943324011,40.39931058
French Coffee - Large,Hot Drinks,10/16/2022,0.054367058,0,15.87014043,category_distribution,19.77386391,78.14413574
French Coffee - Large,Hot Drinks,10/17/2022,0.041915287,0,13.97345421,category_distribution,19.77386391,78.14413574
French Coffee - Large,Hot Drinks,10/18/2022,0.066557479,0,16.72883397,category_distribution,19.77386391,78.14413574
French Coffee - Large,Hot Drinks,10/19/2022,0.049608252,0,15.55970319,category_distribution,19.77386391,78.14413574
French Coffee - Large,Hot Drinks,10/20/2022,0.07494827,0,17.40504979,category_distribution,19.77386391,78.14413574
French Coffee - Large,Hot Drinks,10/21/2022,0.094141423,0,20.41687122,category_distribution,19.77386391,78.14413574
French Coffee - Large,Hot Drinks,10/22/2022,0.087922394,0,18.62664929,category_distribution,19.77386391,78.14413574
French Coffee - Small,Hot Drinks,10/16/2022,0.305380919,0,15.87014043,category_distribution,19.77386391,78.14413574
French Coffee - Small,Hot Drinks,10/17/2022,0.235439061,0,13.97345421,category_distribution,19.77386391,78.14413574
French Coffee - Small,Hot Drinks,10/18/2022,0.373854775,0,16.72883397,category_distribution,19.77386391,78.14413574
French Coffee - Small,Hot Drinks,10/19/2022,0.278650606,0,15.55970319,category_distribution,19.77386391,78.14413574
French Coffee - Small,Hot Drinks,10/20/2022,0.420986029,0,17.40504979,category_distribution,19.77386391,78.14413574
French Coffee - Small,Hot Drinks,10/21/2022,0.528794378,0,20.41687122,category_distribution,19.77386391,78.14413574
French Coffee - Small,Hot Drinks,10/22/2022,0.493861957,0,18.62664929,category_distribution,19.77386391,78.14413574
French Toast,Hot Sweets,10/16/2022,0.118022079,0,14.14978436,category_distribution,10.69046787,65.83152902
French Toast,Hot Sweets,10/17/2022,0.0787468,0,11.81706701,category_distribution,10.69046787,65.83152902
French Toast,Hot Sweets,10/18/2022,0.12108018,0,13.6568393,category_distribution,10.69046787,65.83152902
French Toast,Hot Sweets,10/19/2022,0.115309295,0,13.69568737,category_distribution,10.69046787,65.83152902
French Toast,Hot Sweets,10/20/2022,0.127373857,0,14.15172253,category_distribution,10.69046787,65.83152902
French Toast,Hot Sweets,10/21/2022,0.25941732,3.622723522,19.63897195,category_distribution,10.69046787,65.83152902
French Toast,Hot Sweets,10/22/2022,0.137912285,0,15.10234563,category_distribution,10.69046787,65.83152902
Fruites Crepe,Hot Sweets,10/16/2022,0.431623604,0,14.14978436,category_distribution,10.69046787,65.83152902
Fruites Crepe,Hot Sweets,10/17/2022,0.287988297,0,11.81706701,category_distribution,10.69046787,65.83152902
Fruites Crepe,Hot Sweets,10/18/2022,0.442807516,0,13.6568393,category_distribution,10.69046787,65.83152902
Fruites Crepe,Hot Sweets,10/19/2022,0.421702564,0,13.69568737,category_distribution,10.69046787,65.83152902
Fruites Crepe,Hot Sweets,10/20/2022,0.465824393,0,14.15172253,category_distribution,10.69046787,65.83152902
Fruites Crepe,Hot Sweets,10/21/2022,0.9487262,3.622723522,19.63897195,category_distribution,10.69046787,65.83152902
Fruites Crepe,Hot Sweets,10/22/2022,0.504364927,0,15.10234563,category_distribution,10.69046787,65.83152902
Fruites waffle,Hot Sweets,10/16/2022,0.726678802,0,14.14978436,category_distribution,10.69046787,65.83152902
Fruites waffle,Hot Sweets,10/17/2022,0.484855296,0,11.81706701,category_distribution,10.69046787,65.83152902
Fruites waffle,Hot Sweets,10/18/2022,0.745507966,0,13.6568393,category_distribution,10.69046787,65.83152902
Fruites waffle,Hot Sweets,10/19/2022,0.7099758,0,13.69568737,category_distribution,10.69046787,65.83152902
Fruites waffle,Hot Sweets,10/20/2022,0.784259036,0,14.15172253,category_distribution,10.69046787,65.83152902
Fruites waffle,Hot Sweets,10/21/2022,1.5972695,3.622723522,19.63897195,category_distribution,10.69046787,65.83152902
Fruites waffle,Hot Sweets,10/22/2022,0.849145639,0,15.10234563,category_distribution,10.69046787,65.83152902
Galaxy Fondo,Sweets,10/16/2022,0.61636089,0,18.07429114,category_distribution,16.70617491,68.69555739
Galaxy Fondo,Sweets,10/17/2022,0.487709289,0,16.87794988,category_distribution,16.70617491,68.69555739
Galaxy Fondo,Sweets,10/18/2022,0.63336866,0,19.01422819,category_distribution,16.70617491,68.69555739
Galaxy Fondo,Sweets,10/19/2022,0.633792799,0,19.21328758,category_distribution,16.70617491,68.69555739
Galaxy Fondo,Sweets,10/20/2022,0.890375912,0,22.05367507,category_distribution,16.70617491,68.69555739
Galaxy Fondo,Sweets,10/21/2022,1.056188122,1.259375553,25.32246834,category_distribution,16.70617491,68.69555739
Galaxy Fondo,Sweets,10/22/2022,0.832407657,0,21.14025603,category_distribution,16.70617491,68.69555739
Ginger lemon - Large,Hot Drinks,10/16/2022,0.027761902,0,15.87014043,category_distribution,19.77386391,78.14413574
Ginger lemon - Large,Hot Drinks,10/17/2022,0.021403551,0,13.97345421,category_distribution,19.77386391,78.14413574
Ginger lemon - Large,Hot Drinks,10/18/2022,0.033986798,0,16.72883397,category_distribution,19.77386391,78.14413574
Ginger lemon - Large,Hot Drinks,10/19/2022,0.025331873,0,15.55970319,category_distribution,19.77386391,78.14413574
Ginger lemon - Large,Hot Drinks,10/20/2022,0.038271457,0,17.40504979,category_distribution,19.77386391,78.14413574
Ginger lemon - Large,Hot Drinks,10/21/2022,0.048072216,0,20.41687122,category_distribution,19.77386391,78.14413574
Ginger lemon - Large,Hot Drinks,10/22/2022,0.044896542,0,18.62664929,category_distribution,19.77386391,78.14413574
Ginger milk - Large,Hot Drinks,10/16/2022,0.017351189,0,15.87014043,category_distribution,19.77386391,78.14413574
Ginger milk - Large,Hot Drinks,10/17/2022,0.013377219,0,13.97345421,category_distribution,19.77386391,78.14413574
Ginger milk - Large,Hot Drinks,10/18/2022,0.021241749,0,16.72883397,category_distribution,19.77386391,78.14413574
Ginger milk - Large,Hot Drinks,10/19/2022,0.015832421,0,15.55970319,category_distribution,19.77386391,78.14413574
Ginger milk - Large,Hot Drinks,10/20/2022,0.023919661,0,17.40504979,category_distribution,19.77386391,78.14413574
Ginger milk - Large,Hot Drinks,10/21/2022,0.030045135,0,20.41687122,category_distribution,19.77386391,78.14413574
Ginger milk - Large,Hot Drinks,10/22/2022,0.028060338,0,18.62664929,category_distribution,19.77386391,78.14413574
Ginger milk - Small,Hot Drinks,10/16/2022,0.077501976,0,15.87014043,category_distribution,19.77386391,78.14413574
Ginger milk - Small,Hot Drinks,10/17/2022,0.05975158,0,13.97345421,category_distribution,19.77386391,78.14413574
Ginger milk - Small,Hot Drinks,10/18/2022,0.09487981,0,16.72883397,category_distribution,19.77386391,78.14413574
Ginger milk - Small,Hot Drinks,10/19/2022,0.070718146,0,15.55970319,category_distribution,19.77386391,78.14413574
Ginger milk - Small,Hot Drinks,10/20/2022,0.106841151,0,17.40504979,category_distribution,19.77386391,78.14413574
Ginger milk - Small,Hot Drinks,10/21/2022,0.134201604,0,20.41687122,category_distribution,19.77386391,78.14413574
Ginger milk - Small,Hot Drinks,10/22/2022,0.125336178,0,18.62664929,category_distribution,19.77386391,78.14413574
Green Tea - Large Cup,Hot Drinks,10/16/2022,0.093696418,0,15.87014043,category_distribution,19.77386391,78.14413574
Green Tea - Large Cup,Hot Drinks,10/17/2022,0.072236985,0,13.97345421,category_distribution,19.77386391,78.14413574
Green Tea - Large Cup,Hot Drinks,10/18/2022,0.114705442,0,16.72883397,category_distribution,19.77386391,78.14413574
Green Tea - Large Cup,Hot Drinks,10/19/2022,0.085495072,0,15.55970319,category_distribution,19.77386391,78.14413574
Green Tea - Large Cup,Hot Drinks,10/20/2022,0.129166168,0,17.40504979,category_distribution,19.77386391,78.14413574
Green Tea - Large Cup,Hot Drinks,10/21/2022,0.16224373,0,20.41687122,category_distribution,19.77386391,78.14413574
Green Tea - Large Cup,Hot Drinks,10/22/2022,0.151525828,0,18.62664929,category_distribution,19.77386391,78.14413574
Green Tea - Large Teapot,Hot Drinks,10/16/2022,0.039329361,0,15.87014043,category_distribution,19.77386391,78.14413574
Green Tea - Large Teapot,Hot Drinks,10/17/2022,0.030321697,0,13.97345421,category_distribution,19.77386391,78.14413574
Green Tea - Large Teapot,Hot Drinks,10/18/2022,0.048147963,0,16.72883397,category_distribution,19.77386391,78.14413574
Green Tea - Large Teapot,Hot Drinks,10/19/2022,0.03588682,0,15.55970319,category_distribution,19.77386391,78.14413574
Green Tea - Large Teapot,Hot Drinks,10/20/2022,0.054217898,0,17.40504979,category_distribution,19.77386391,78.14413574
Green Tea - Large Teapot,Hot Drinks,10/21/2022,0.068102306,0,20.41687122,category_distribution,19.77386391,78.14413574
Green Tea - Large Teapot,Hot Drinks,10/22/2022,0.063603434,0,18.62664929,category_distribution,19.77386391,78.14413574
Green Tea - Small Cup,Hot Drinks,10/16/2022,0.164257919,0,15.87014043,category_distribution,19.77386391,78.14413574
Green Tea - Small Cup,Hot Drinks,10/17/2022,0.126637677,0,13.97345421,category_distribution,19.77386391,78.14413574
Green Tea - Small Cup,Hot Drinks,10/18/2022,0.201088553,0,16.72883397,category_distribution,19.77386391,78.14413574
Green Tea - Small Cup,Hot Drinks,10/19/2022,0.14988025,0,15.55970319,category_distribution,19.77386391,78.14413574
Green Tea - Small Cup,Hot Drinks,10/20/2022,0.226439455,0,17.40504979,category_distribution,19.77386391,78.14413574
Green Tea - Small Cup,Hot Drinks,10/21/2022,0.284427279,0,20.41687122,category_distribution,19.77386391,78.14413574
Green Tea - Small Cup,Hot Drinks,10/22/2022,0.265637871,0,18.62664929,category_distribution,19.77386391,78.14413574
Green Tea - Small Teapot,Hot Drinks,10/16/2022,0.033545631,0,15.87014043,category_distribution,19.77386391,78.14413574
Green Tea - Small Teapot,Hot Drinks,10/17/2022,0.025862624,0,13.97345421,category_distribution,19.77386391,78.14413574
Green Tea - Small Teapot,Hot Drinks,10/18/2022,0.041067381,0,16.72883397,category_distribution,19.77386391,78.14413574
Green Tea - Small Teapot,Hot Drinks,10/19/2022,0.030609347,0,15.55970319,category_distribution,19.77386391,78.14413574
Green Tea - Small Teapot,Hot Drinks,10/20/2022,0.046244677,0,17.40504979,category_distribution,19.77386391,78.14413574
Green Tea - Small Teapot,Hot Drinks,10/21/2022,0.058087261,0,20.41687122,category_distribution,19.77386391,78.14413574
Green Tea - Small Teapot,Hot Drinks,10/22/2022,0.054249988,0,18.62664929,category_distribution,19.77386391,78.14413574
Honey cake,Sweets,10/16/2022,0.83862914,0,18.07429114,category_distribution,16.70617491,68.69555739
Honey cake,Sweets,10/17/2022,0.663583994,0,16.87794988,category_distribution,16.70617491,68.69555739
Honey cake,Sweets,10/18/2022,0.861770146,0,19.01422819,category_distribution,16.70617491,68.69555739
Honey cake,Sweets,10/19/2022,0.862347235,0,19.21328758,category_distribution,16.70617491,68.69555739
Honey cake,Sweets,10/20/2022,1.211457762,0,22.05367507,category_distribution,16.70617491,68.69555739
Honey cake,Sweets,10/21/2022,1.437064146,1.259375553,25.32246834,category_distribution,16.70617491,68.69555739
Honey cake,Sweets,10/22/2022,1.132585354,0,21.14025603,category_distribution,16.70617491,68.69555739
Hot Pistachio latte,Espresso Drinks,10/16/2022,0.385544457,0,4.041176281,category_distribution,3.087697894,77.19244734
Hot Pistachio latte,Espresso Drinks,10/17/2022,0.349440549,0,3.782592646,category_distribution,3.087697894,77.19244734
Hot Pistachio latte,Espresso Drinks,10/18/2022,0.303151953,0,3.628162997,category_distribution,3.087697894,77.19244734
Hot Pistachio latte,Espresso Drinks,10/19/2022,0.307565057,0,3.859096551,category_distribution,3.087697894,77.19244734
Hot Pistachio latte,Espresso Drinks,10/20/2022,0.464268486,0,4.035094437,category_distribution,3.087697894,77.19244734
Hot Pistachio latte,Espresso Drinks,10/21/2022,0.834130092,0,4.855007687,category_distribution,3.087697894,77.19244734
Hot Pistachio latte,Espresso Drinks,10/22/2022,0.733594998,0,4.653509002,category_distribution,3.087697894,77.19244734
Hot Spanish latte,Espresso Drinks,10/16/2022,1.057105072,0,6.017726388,high_item_model,11.13272638,101.6082169
Hot Spanish latte,Espresso Drinks,10/17/2022,0,0,4.535904911,high_item_model,11.13272638,101.6082169
Hot Spanish latte,Espresso Drinks,10/18/2022,0.900528617,0,5.937794972,high_item_model,11.13272638,101.6082169
Hot Spanish latte,Espresso Drinks,10/19/2022,0.394205816,0,5.280954658,high_item_model,11.13272638,101.6082169
Hot Spanish latte,Espresso Drinks,10/20/2022,0.254649635,0,5.058395504,high_item_model,11.13272638,101.6082169
Hot Spanish latte,Espresso Drinks,10/21/2022,2.731462848,0,7.858957022,high_item_model,11.13272638,101.6082169
Hot Spanish latte,Espresso Drinks,10/22/2022,2.662350552,0,7.931420269,high_item_model,11.13272638,101.6082169
Hot chocolate - Large,Hot Drinks,10/16/2022,0.115674591,0,15.87014043,category_distribution,19.77386391,78.14413574
Hot chocolate - Large,Hot Drinks,10/17/2022,0.089181462,0,13.97345421,category_distribution,19.77386391,78.14413574
Hot chocolate - Large,Hot Drinks,10/18/2022,0.141611657,0,16.72883397,category_distribution,19.77386391,78.14413574
Hot chocolate - Large,Hot Drinks,10/19/2022,0.105549472,0,15.55970319,category_distribution,19.77386391,78.14413574
Hot chocolate - Large,Hot Drinks,10/20/2022,0.159464405,0,17.40504979,category_distribution,19.77386391,78.14413574
Hot chocolate - Large,Hot Drinks,10/21/2022,0.200300901,0,20.41687122,category_distribution,19.77386391,78.14413574
Hot chocolate - Large,Hot Drinks,10/22/2022,0.187068923,0,18.62664929,category_distribution,19.77386391,78.14413574
Hot chocolate - Small,Hot Drinks,10/16/2022,0.462698362,0,15.87014043,category_distribution,19.77386391,78.14413574
Hot chocolate - Small,Hot Drinks,10/17/2022,0.35672585,0,13.97345421,category_distribution,19.77386391,78.14413574
Hot chocolate - Small,Hot Drinks,10/18/2022,0.566446629,0,16.72883397,category_distribution,19.77386391,78.14413574
Hot chocolate - Small,Hot Drinks,10/19/2022,0.422197888,0,15.55970319,category_distribution,19.77386391,78.14413574
Hot chocolate - Small,Hot Drinks,10/20/2022,0.63785762,0,17.40504979,category_distribution,19.77386391,78.14413574
Hot chocolate - Small,Hot Drinks,10/21/2022,0.801203603,0,20.41687122,category_distribution,19.77386391,78.14413574
Hot chocolate - Small,Hot Drinks,10/22/2022,0.748275692,0,18.62664929,category_distribution,19.77386391,78.14413574
Iced Americano,Cold Coffee Drinks,10/16/2022,0.722120783,0,6.875588099,category_distribution,2.472502366,49.67584662
Iced Americano,Cold Coffee Drinks,10/17/2022,0.673618339,0,6.767278444,category_distribution,2.472502366,49.67584662
Iced Americano,Cold Coffee Drinks,10/18/2022,0.733082371,0,6.942645183,category_distribution,2.472502366,49.67584662
Iced Americano,Cold Coffee Drinks,10/19/2022,0.661885977,0,6.717550214,category_distribution,2.472502366,49.67584662
Iced Americano,Cold Coffee Drinks,10/20/2022,0.937286651,0.032169946,7.898298154,category_distribution,2.472502366,49.67584662
Iced Americano,Cold Coffee Drinks,10/21/2022,1.127462796,1.162077724,8.960546305,category_distribution,2.472502366,49.67584662
Iced Americano,Cold Coffee Drinks,10/22/2022,0.994863657,0.222317974,8.013304487,category_distribution,2.472502366,49.67584662
Iced Caramel Macchiato,Cold Coffee Drinks,10/16/2022,1.405856835,0,4.054110912,high_item_model,2.031299068,58.68197307
Iced Caramel Macchiato,Cold Coffee Drinks,10/17/2022,1.430071683,0,3.876384075,high_item_model,2.031299068,58.68197307
Iced Caramel Macchiato,Cold Coffee Drinks,10/18/2022,1.820174884,0,4.411393252,high_item_model,2.031299068,58.68197307
Iced Caramel Macchiato,Cold Coffee Drinks,10/19/2022,1.283366531,0,3.91615511,high_item_model,2.031299068,58.68197307
Iced Caramel Macchiato,Cold Coffee Drinks,10/20/2022,2.039362427,0,4.684866121,high_item_model,2.031299068,58.68197307
Iced Caramel Macchiato,Cold Coffee Drinks,10/21/2022,2.45386404,0,4.979706982,high_item_model,2.031299068,58.68197307
Iced Caramel Macchiato,Cold Coffee Drinks,10/22/2022,2.328363035,0,5.035418575,high_item_model,2.031299068,58.68197307
Iced Drip Coffee,Dripp Coffee Drinks,10/16/2022,0.895981904,0,6.955575594,category_distribution,3.413892931,67.08523227
Iced Drip Coffee,Dripp Coffee Drinks,10/17/2022,0.724714319,0,6.269539733,category_distribution,3.413892931,67.08523227
Iced Drip Coffee,Dripp Coffee Drinks,10/18/2022,0.553468537,0,5.742015026,category_distribution,3.413892931,67.08523227
Iced Drip Coffee,Dripp Coffee Drinks,10/19/2022,1.171172485,0,7.516603503,category_distribution,3.413892931,67.08523227
Iced Drip Coffee,Dripp Coffee Drinks,10/20/2022,1.115205203,0,7.414832468,category_distribution,3.413892931,67.08523227
Iced Drip Coffee,Dripp Coffee Drinks,10/21/2022,1.812713544,0.775415753,9.145884333,category_distribution,3.413892931,67.08523227
Iced Drip Coffee,Dripp Coffee Drinks,10/22/2022,1.386250505,0,8.07691945,category_distribution,3.413892931,67.08523227
Iced Latte,Cold Coffee Drinks,10/16/2022,1.183682521,0,6.875588099,category_distribution,2.472502366,49.67584662
Iced Latte,Cold Coffee Drinks,10/17/2022,1.104178514,0,6.767278444,category_distribution,2.472502366,49.67584662
Iced Latte,Cold Coffee Drinks,10/18/2022,1.201650484,0,6.942645183,category_distribution,2.472502366,49.67584662
Iced Latte,Cold Coffee Drinks,10/19/2022,1.084947117,0,6.717550214,category_distribution,2.472502366,49.67584662
Iced Latte,Cold Coffee Drinks,10/20/2022,1.536377088,0.032169946,7.898298154,category_distribution,2.472502366,49.67584662
Iced Latte,Cold Coffee Drinks,10/21/2022,1.84810912,1.162077724,8.960546305,category_distribution,2.472502366,49.67584662
Iced Latte,Cold Coffee Drinks,10/22/2022,1.630755891,0.222317974,8.013304487,category_distribution,2.472502366,49.67584662
Iced Mocha,Cold Coffee Drinks,10/16/2022,1.854413633,0,5.253111037,high_item_model,2.641377582,61.72784566
Iced Mocha,Cold Coffee Drinks,10/17/2022,1.315221932,0,4.918174191,high_item_model,2.641377582,61.72784566
Iced Mocha,Cold Coffee Drinks,10/18/2022,1.70250175,0,5.160160794,high_item_model,2.641377582,61.72784566
Iced Mocha,Cold Coffee Drinks,10/19/2022,1.724085891,0,5.298637609,high_item_model,2.641377582,61.72784566
Iced Mocha,Cold Coffee Drinks,10/20/2022,2.989072593,0,6.436918662,high_item_model,2.641377582,61.72784566
Iced Mocha,Cold Coffee Drinks,10/21/2022,3.595804301,0.338549442,7.175630114,high_item_model,2.641377582,61.72784566
Iced Mocha,Cold Coffee Drinks,10/22/2022,2.805074255,0,6.178303726,high_item_model,2.641377582,61.72784566
Italian Coffee - Large,Hot Drinks,10/16/2022,0.12145832,0,15.87014043,category_distribution,19.77386391,78.14413574
Italian Coffee - Large,Hot Drinks,10/17/2022,0.093640536,0,13.97345421,category_distribution,19.77386391,78.14413574
Italian Coffee - Large,Hot Drinks,10/18/2022,0.14869224,0,16.72883397,category_distribution,19.77386391,78.14413574
Italian Coffee - Large,Hot Drinks,10/19/2022,0.110826946,0,15.55970319,category_distribution,19.77386391,78.14413574
Italian Coffee - Large,Hot Drinks,10/20/2022,0.167437625,0,17.40504979,category_distribution,19.77386391,78.14413574
Italian Coffee - Large,Hot Drinks,10/21/2022,0.210315946,0,20.41687122,category_distribution,19.77386391,78.14413574
Italian Coffee - Large,Hot Drinks,10/22/2022,0.196422369,0,18.62664929,category_distribution,19.77386391,78.14413574
Italian Coffee - Small,Hot Drinks,10/16/2022,0.288029731,0,15.87014043,category_distribution,19.77386391,78.14413574
Italian Coffee - Small,Hot Drinks,10/17/2022,0.222061842,0,13.97345421,category_distribution,19.77386391,78.14413574
Italian Coffee - Small,Hot Drinks,10/18/2022,0.352613027,0,16.72883397,category_distribution,19.77386391,78.14413574
Italian Coffee - Small,Hot Drinks,10/19/2022,0.262818185,0,15.55970319,category_distribution,19.77386391,78.14413574
Italian Coffee - Small,Hot Drinks,10/20/2022,0.397066369,0,17.40504979,category_distribution,19.77386391,78.14413574
Italian Coffee - Small,Hot Drinks,10/21/2022,0.498749243,0,20.41687122,category_distribution,19.77386391,78.14413574
Italian Coffee - Small,Hot Drinks,10/22/2022,0.465801618,0,18.62664929,category_distribution,19.77386391,78.14413574
Karak tea - Large Cup,Hot Drinks,10/16/2022,0.084442451,0,15.87014043,category_distribution,19.77386391,78.14413574
Karak tea - Large Cup,Hot Drinks,10/17/2022,0.065102468,0,13.97345421,category_distribution,19.77386391,78.14413574
Karak tea - Large Cup,Hot Drinks,10/18/2022,0.10337651,0,16.72883397,category_distribution,19.77386391,78.14413574
Karak tea - Large Cup,Hot Drinks,10/19/2022,0.077051115,0,15.55970319,category_distribution,19.77386391,78.14413574
Karak tea - Large Cup,Hot Drinks,10/20/2022,0.116409016,0,17.40504979,category_distribution,19.77386391,78.14413574
Karak tea - Large Cup,Hot Drinks,10/21/2022,0.146219658,0,20.41687122,category_distribution,19.77386391,78.14413574
Karak tea - Large Cup,Hot Drinks,10/22/2022,0.136560314,0,18.62664929,category_distribution,19.77386391,78.14413574
Karak tea - Small Cup,Hot Drinks,10/16/2022,0.251013862,0,15.87014043,category_distribution,19.77386391,78.14413574
Karak tea - Small Cup,Hot Drinks,10/17/2022,0.193523774,0,13.97345421,category_distribution,19.77386391,78.14413574
Karak tea - Small Cup,Hot Drinks,10/18/2022,0.307297296,0,16.72883397,category_distribution,19.77386391,78.14413574
Karak tea - Small Cup,Hot Drinks,10/19/2022,0.229042354,0,15.55970319,category_distribution,19.77386391,78.14413574
Karak tea - Small Cup,Hot Drinks,10/20/2022,0.346037759,0,17.40504979,category_distribution,19.77386391,78.14413574
Karak tea - Small Cup,Hot Drinks,10/21/2022,0.434652955,0,20.41687122,category_distribution,19.77386391,78.14413574
Karak tea - Small Cup,Hot Drinks,10/22/2022,0.405939563,0,18.62664929,category_distribution,19.77386391,78.14413574
Karak tea - Small Teapot,Hot Drinks,10/16/2022,0.061307533,0,15.87014043,category_distribution,19.77386391,78.14413574
Karak tea - Small Teapot,Hot Drinks,10/17/2022,0.047266175,0,13.97345421,category_distribution,19.77386391,78.14413574
Karak tea - Small Teapot,Hot Drinks,10/18/2022,0.075054178,0,16.72883397,category_distribution,19.77386391,78.14413574
Karak tea - Small Teapot,Hot Drinks,10/19/2022,0.05594122,0,15.55970319,category_distribution,19.77386391,78.14413574
Karak tea - Small Teapot,Hot Drinks,10/20/2022,0.084516135,0,17.40504979,category_distribution,19.77386391,78.14413574
Karak tea - Small Teapot,Hot Drinks,10/21/2022,0.106159477,0,20.41687122,category_distribution,19.77386391,78.14413574
Karak tea - Small Teapot,Hot Drinks,10/22/2022,0.099146529,0,18.62664929,category_distribution,19.77386391,78.14413574
